reactants,products,set
Cc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CBr)n(C)c2n1.FC1(F)CCNCC1,Cc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(F)(F)CC3)n(C)c2n1,train
COC(=O)CBr.O=C1NC(=O)c2cc(Br)ccc21,COC(=O)CN1C(=O)c2ccc(Br)cc2C1=O,train
C1CSCN1.O=C(O)Cn1c(-c2ccc(Cl)cc2)nc2cccnc21,O=C(Cn1c(-c2ccc(Cl)cc2)nc2cccnc21)N1CCSC1,train
C=C(C)[C@@H](CC=C(C)C)C[C@@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O,CC(C)=CC[C@H]1C[C@@]23C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c4ccc(O)c(O)c4)=C2OC1(C)C)C3=O,train
Cn1cc2c(ccc3c(=O)c(-c4ccc(C5(NC(=O)OC(C)(C)C)CCC5)cc4)c(-c4ccccc4)oc32)n1,Cn1cc2c(ccc3c(=O)c(-c4ccc(C5(N)CCC5)cc4)c(-c4ccccc4)oc32)n1,train
C[C@@H](N)c1ccccc1.N#C[C@@H]1C[C@H](F)CN1C(=O)CNC12CCC(C(=O)O)(CC1)CC2,C[C@@H](NC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2)c1ccccc1,train
CN.CNc1nc(Cl)cc(NS(=O)(=O)c2cccc(Cl)c2)n1,CNc1cc(NS(=O)(=O)c2cccc(Cl)c2)nc(NC)n1,train
Cc1ccc2c(OCCBr)cccc2n1.O=C1CCc2ccc(OC3CCNCC3)cc2N1,Cc1ccc2c(OCCN3CCC(Oc4ccc5c(c4)NC(=O)CC5)CC3)cccc2n1,train
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(C(=O)c5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(C(O)c5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,train
Cc1noc(C)c1-c1cnc2c(B(O)O)cn(CC3CCC(F)(F)CC3)c2c1.FC(F)c1ccc(Br)cc1,Cc1noc(C)c1-c1cnc2c(-c3ccc(C(F)F)cc3)cn(CC3CCC(F)(F)CC3)c2c1,train
NC1CC1.O=[N+]([O-])c1ccccc1F,O=[N+]([O-])c1ccccc1NC1CC1,train
C1CCNC1.Cc1[nH]cc2c(=O)n(-c3ccc(Cl)cc3)nc-2c1-c1cccc(C(=O)O)c1,Cc1[nH]cc2c(=O)n(-c3ccc(Cl)cc3)nc-2c1-c1cccc(C(=O)N2CCCC2)c1,train
COc1ccccc1OCC(O)CN1CCNCC1=O.Cc1cccc(C)c1NC(=O)CCl,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1=O,train
C1CC2(CCC3(CC2)OCCO3)CN1,O=C1CCC2(CCNC2)CC1,train
Cc1c(C=O)ccnc1Cl.NC1CC1,Cc1c(CNC2CC2)ccnc1Cl,train
COC(=O)c1c(Cl)nc2cc3c(cc2c1CN1CCN(C)CC1)OCCO3,CN1CCN(Cc2c(CO)c(Cl)nc3cc4c(cc23)OCCO4)CC1,train
COc1ccc2c(CC(=O)O)coc2c1,COc1ccc2c(c1)OCC2CC(=O)O,train
CC(=O)Cn1c(COCc2ccccc2)nc(C(C)C)c1Sc1cc(Cl)cc(Cl)c1.C[Mg+],CC(C)c1nc(COCc2ccccc2)n(CC(C)(C)O)c1Sc1cc(Cl)cc(Cl)c1,train
CN(C)c1ccc(B(O)O)cn1.O[C@H]1CC[C@H](Nc2ccc3ncc(I)n3n2)CC1,CN(C)c1ccc(-c2cnc3ccc(N[C@H]4CC[C@H](O)CC4)nn23)cn1,train
CC(C)(C)OC(=O)Cc1ccccc1CN.O=C(Cl)OCc1ccccc1,CC(C)(C)OC(=O)Cc1ccccc1CNC(=O)OCc1ccccc1,train
COc1cc(C)c(C=O)cc1C(C)C.O=C1Cc2cc(Br)ccc2N1,COc1cc(C)c(C=C2C(=O)Nc3ccc(Br)cc32)cc1C(C)C,train
CC1(O)CC1.NS(=O)(=O)Cl,CC1(OS(N)(=O)=O)CC1,train
COc1ccc(Cn2cc(-c3nc(NC(=O)OC(C)(C)C)sc3C=O)c(C(C)O)n2)cc1,COc1ccc(Cn2cc(-c3nc(NC(=O)OC(C)(C)C)sc3CO)c(C(C)O)n2)cc1,train
CS(=O)(=O)c1ccc(Oc2cc(Cl)ccc2CCC#N)c(Cl)c1.[N-]=[N+]=[N-],CS(=O)(=O)c1ccc(Oc2cc(Cl)ccc2CCc2nnn[nH]2)c(Cl)c1,train
CCC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1N1CC[C@H](N)C1=O.FC(F)(F)c1ccc2nccc(Cl)c2c1,CCC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1N1CC[C@H](Nc2ccnc3ccc(C(F)(F)F)cc23)C1=O,train
Clc1ncc(CCCCn2ccnn2)cn1.OCc1coc(C=Cc2ccc(Cl)cc2F)n1,Fc1cc(Cl)ccc1C=Cc1nc(COc2ncc(CCCCn3ccnn3)cn2)co1,train
CCOC(=O)c1nn2c(c1OCc1ccccc1)C(=O)N(C)CC2C(N)=O,CCOC(=O)c1nn2c(c1OCc1ccccc1)C(=O)N(C)CC2C#N,train
O=C(CN1CCN(Cc2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1,Nc1ccc(C(=O)CN2CCN(Cc3ccccc3)CC2)cc1,train
CCOc1ccc(SC(c2cnc(Br)cc2C)c2cc(F)ccc2F)cc1.CN(C)C=O,CCOc1ccc(SC(c2cnc(C=O)cc2C)c2cc(F)ccc2F)cc1,train
Cc1cc(C(F)(F)F)c(=O)[nH]n1.O=C1CCC(=O)N1Br,O=c1[nH]nc(CBr)cc1C(F)(F)F,train
CCSc1nc2ccccc2cc1N.O=C(O)CC1CCCCC1,CCSc1nc2ccccc2cc1NC(=O)CC1CCCCC1,train
Cc1cn(C)c2c1Nc1ccccc1NC2=O.O=C(O)CN1CCCC1,Cc1cn(C)c2c1N(C(=O)CN1CCCC1)c1ccccc1NC2=O,train
COC(=O)c1ccc(CCl)cc1-c1ccccc1C.OCc1ccc(-c2ccccc2)o1,COC(=O)c1ccc(COCc2ccc(-c3ccccc3)o2)cc1-c1ccccc1C,train
CN(CCN1CCOCC1)C(=O)c1cccc(C(=O)Cl)c1.Nc1ccc(N2CCCCC2)cc1C(=O)Nc1nc(-c2cccc(C(F)(F)F)c2)cs1,CN(CCN1CCOCC1)C(=O)c1cccc(C(=O)Nc2ccc(N3CCCCC3)cc2C(=O)Nc2nc(-c3cccc(C(F)(F)F)c3)cs2)c1,train
CNC1C=C(c2ccccc2)c2ccccc2CC1,CNC1CCc2ccccc2C(c2ccccc2)C1,train
CC(C)(C)OC(=O)N1CCC(N2CC[C@@H](Cc3c(Cl)cc(-c4ccc(C(=O)O)cc4)cc3Cl)C2=O)CC1.FC(F)(F)C1CCNCC1,CC(C)(C)OC(=O)N1CCC(N2CC[C@@H](Cc3c(Cl)cc(-c4ccc(C(=O)N5CCC(C(F)(F)F)CC5)cc4)cc3Cl)C2=O)CC1,train
CCC(CC)(c1ccc(O)c(C)c1)c1ccc(CCC(O)C(C)(C)C)c(C)c1.NCCBr,CCC(CC)(c1ccc(CCC(O)C(C)(C)C)c(C)c1)c1ccc(OCCN)c(C)c1,train
CC1CCCN1CCCOc1ccc(-c2nc(CC(=O)N3CCCC3)co2)cc1,CC1CCCN1CCCOc1ccc(-c2nc(CCN3CCCC3)co2)cc1,train
COc1nc(NCCN(C)C(=O)OC(C)(C)C)nc(OC)c1N.Cc1ccc(C(C)(C)C)cc1Oc1nc(C(=O)O)co1,COc1nc(NCCN(C)C(=O)OC(C)(C)C)nc(OC)c1NC(=O)c1coc(Oc2cc(C(C)(C)C)ccc2C)n1,train
COC(=O)c1cc(N)ccc1OC(c1ccccc1)c1ccc(C(F)(F)F)cc1.COc1ccc(N=C=O)cc1OC,COC(=O)c1cc(NC(=O)Nc2ccc(OC)c(OC)c2)ccc1OC(c1ccccc1)c1ccc(C(F)(F)F)cc1,train
N[C@H]1CCCCN(c2ccccc2)C1=O.O=C(O)[C@H](CC[C@H](Cc1ccc(F)cc1)C(=O)O)Cc1ccc(F)cc1,O=C(O)[C@H](CC[C@H](Cc1ccc(F)cc1)C(=O)N[C@H]1CCCCN(c2ccccc2)C1=O)Cc1ccc(F)cc1,train
CCOC(=O)C(=O)N1CCN(C(=O)CC(O)C[C@H]2O[C@H](c3cccc(OC)c3OC)c3cc(Cl)ccc3-n3cccc32)CC1,COc1cccc([C@H]2O[C@H](CC(O)CC(=O)N3CCN(C(=O)C(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC,train
CC1(C)CCCC2(C1)CC2(C)C(=O)O.CCOC(=O)CO,CCOC(=O)COC(=O)C1(C)CC12CCCC(C)(C)C2,train
COCCN(CCOC)CC(=O)OCc1ccccc1,COCCN(CCOC)CC(=O)O,train
COc1ccc(F)c(C=O)c1OC,COc1ccc(F)c(C=O)c1O,train
CN(C)C=O.COc1ccc([N+](=O)[O-])c(C(=O)O)c1,COc1ccc([N+](=O)[O-])c(C(N)=O)c1,train
Cc1ccc(OCCBr)cc1.NCC1CCNCC1,Cc1ccc(OCCN2CCC(CN)CC2)cc1,train
OCc1cc2cc(OCc3ccccc3)cnc2[nH]1,O=Cc1cc2cc(OCc3ccccc3)cnc2[nH]1,train
COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccccc3)c3cnc4c(ccn4C)c3)c(C)n2C)cc1F,Cc1c(C(=O)N(c2ccccc2)c2cnc3c(ccn3C)c2)cc(-c2cc(F)c(O)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,train
CCC(CC)c1ccc(Cl)c2nc3n(c12)CCN3c1ccc(Cl)cc1Br.N#C[Cu],CCC(CC)c1ccc(Cl)c2nc3n(c12)CCN3c1ccc(Cl)cc1C#N,train
CCCCCCCCC(NC1CSc2ccccc2N(CC(=O)OC(C)(C)C)C1=O)C(=O)OCC,CCCCCCCCC(NC1CSc2ccccc2N(CC(=O)O)C1=O)C(=O)OCC,train
Cc1[nH]c(C=O)c(C)c1C(=O)NCCCN(C)C.O=C1Cc2ccc(-c3cccnc3)cc2N1,Cc1[nH]c(C=C2C(=O)Nc3cc(-c4cccnc4)ccc32)c(C)c1C(=O)NCCCN(C)C,train
CCc1[nH]n(C2CCCC2)c2nc(CO)nc(=O)c1-2.CS(=O)(=O)Cl,CCc1[nH]n(C2CCCC2)c2nc(COS(C)(=O)=O)nc(=O)c1-2,train
CC1CN(Cc2ccccc2)CC(CC(=O)c2ccc(Cl)cc2)C1=O.Nc1ccc(Cl)cc1,CC1CN(Cc2ccccc2)Cc2cc(-c3ccc(Cl)cc3)n(-c3ccc(Cl)cc3)c21,train
O=c1c2cc(Cl)ncc2ccc2ncc(Cl)cc12,OC1c2cc(Cl)ncc2C=Cc2ncc(Cl)cc21,train
CC(C)c1[nH]nc(C(N)=O)c1[N+](=O)[O-],CC(C)c1[nH]nc(C(N)=O)c1N,train
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[nH]2)CC1,O=C(NCCCCN1CCN(c2ccccc2O)CC1)c1cc2ccccc2[nH]1,train
COC(=O)Cc1ccc(OCc2ccc(OC)cc2)c(Cl)c1,COc1ccc(COc2ccc(CCO)cc2Cl)cc1,train
NCCc1ccc(F)cc1.O=C(Cl)OCc1ccccc1,O=C(NCCc1ccc(F)cc1)OCc1ccccc1,train
COC(=O)c1ccc2c(n1)CCN2c1cc(O[C@H]2CCN(C(=O)OC3(C)CC3)C[C@H]2F)ncn1,CC1(OC(=O)N2CC[C@H](Oc3cc(N4CCc5nc(C(=O)O)ccc54)ncn3)[C@H](F)C2)CC1,train
CC(C)(C)OC(=O)N1CCN(c2ccnc3ccc(C=O)cc23)CC1.O=C1CSC(Nc2c(Cl)cccc2Cl)=N1,CC(C)(C)OC(=O)N1CCN(c2ccnc3ccc(/C=C4\SC(Nc5c(Cl)cccc5Cl)=NC4=O)cc23)CC1,train
NC(=O)c1cccc(B(O)O)c1.O=C1[C@@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1c1ccc(I)cc1F,NC(=O)c1cccc(-c2ccc(N3CC[C@H](NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)c(F)c2)c1,train
CCOC(=O)c1cn2c(cc1=O)-c1cc(OC)c(OCCCOC)cc1CC2C(C)(C)C,COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1C(C(C)(C)C)C2,train
CCOC(=O)c1cc(OC)c2c3c(c(=O)n(COC)c2c1)CCCN3,COCn1c(=O)c2c(c3c(OC)cc(CO)cc31)NCCC2,train
CCOC(=O)C=CC1CCSCC1,CCOC(=O)CCC1CCSCC1,train
CC(C)(C)OC(=O)N1CCC(c2ccc(CO)nc2)CC1.Cc1cc([N+](=O)[O-])cc2cc[nH]c12,Cc1cc([N+](=O)[O-])cc2ccn(Cc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cn3)c12,train
NCCc1ccc(O)cc1.O=C(O)c1cc(-c2ccc(Cl)cc2Cl)n[nH]1,O=C(NCCc1ccc(O)cc1)c1cc(-c2ccc(Cl)cc2Cl)n[nH]1,train
Brc1cccnc1.C=CCC(CCCC#N)CCC(=O)OCC,CCOC(=O)CCC(CC=Cc1cccnc1)CCCC#N,train
CC(C)n1nccc1-c1cc2c(=O)n(NS(C)(=O)=O)c(=O)[nH]c2cc1C(F)F.CCC(=O)Cl,CCC(=O)N(n1c(=O)[nH]c2cc(C(F)F)c(-c3ccnn3C(C)C)cc2c1=O)S(C)(=O)=O,train
COC(=O)C(C)Oc1cccc(C=O)c1,COC(=O)C(C)Oc1cccc(CO)c1,train
COc1cccc(CCNS(=O)(=O)C(F)(F)F)c1,O=S(=O)(NCCc1cccc(O)c1)C(F)(F)F,train
CCOC(=O)Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1.Cc1noc(-c2ccc(Br)cc2)c1NC(=O)OC(C)c1cc(F)ccc1F,CCOC(=O)Cc1ccc(-c2ccc(-c3onc(C)c3NC(=O)OC(C)c3cc(F)ccc3F)cc2)cc1,train
COC(=O)C(C)(C)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CC(C)(CO)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,train
CCOC(=O)Cc1ccc(C)c(O)c1.Cc1cccc(C)c1CCl,CCOC(=O)Cc1ccc(C)c(OCc2c(C)cccc2C)c1,train
CCOC(=O)c1cc(Oc2ccc(S(C)(=O)=O)cc2)c2cn(CC)nc2c1,CCn1cc2c(Oc3ccc(S(C)(=O)=O)cc3)cc(C(=O)O)cc2n1,train
CS(=O)(=O)Cl.Cc1ccc(C(NC(=O)Cc2ccc3oc(C(N)c4c(C)noc4C)cc3c2)c2ccccc2)c(C)c1,Cc1ccc(C(NC(=O)Cc2ccc3oc(C(NS(C)(=O)=O)c4c(C)noc4C)cc3c2)c2ccccc2)c(C)c1,train
CNc1cc(-c2nnc(N(C[C@H](Cc3ccc(C(F)(F)F)cc3)NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)s2)ccc1N.O=C(n1ccnc1)n1ccnc1,Cn1c(=O)[nH]c2ccc(-c3nnc(N(C[C@H](Cc4ccc(C(F)(F)F)cc4)NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)s3)cc21,train
Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NC(=O)C(C)(C)N=[N+]=[N-])c2c1,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NC(=O)C(C)(C)N)c2c1,train
O=[N+]([O-])c1cnc(OCC2CC2)c(Br)c1,Nc1cnc(OCC2CC2)c(Br)c1,train
CC(C)(C)OC(=O)N1CC(c2ccc(Nc3ncc(F)c4nn(-c5c(Cl)cccc5C#N)cc34)nc2)C1,N#Cc1cccc(Cl)c1-n1cc2c(Nc3ccc(C4CNC4)cn3)ncc(F)c2n1,train
CCn1ccc2c(C=O)cccc21.CN,CCn1ccc2c(CNC)cccc21,train
CN1CCC(O)CC1.Fc1cc(F)cc(Br)c1,CN1CCC(Oc2cc(F)cc(Br)c2)CC1,train
CCCCc1nc2c(C)cc(NC(=O)C(C)C)cc2n1Cc1ccc(-c2ccccc2C(=O)OC(C)(C)C)cc1,CCCCc1nc2c(C)cc(NC(=O)C(C)C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,train
CC(C)(C)OC(=O)NC[C@@H](O)CP(=O)(CC1CCCCC1)OC1OC(=O)c2ccccc21,NC[C@@H](O)CP(=O)(CC1CCCCC1)OC1OC(=O)c2ccccc21,train
Clc1ncnc2sccc12.O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])c1ccc(Oc2ncnc3sccc23)cc1,train
COC(=O)c1ccc(N)c(I)c1.C[Si](C)(C)C#CC1CCCCC1,COC(=O)c1ccc2[nH]c([Si](C)(C)C)c(C3CCCCC3)c2c1,train
Clc1nc(Nc2cc(C3CC3)n[nH]2)c2ccccc2n1.[Mg+]Cc1ccccc1,c1ccc(Cc2nc(Nc3cc(C4CC4)n[nH]3)c3ccccc3n2)cc1,train
CC(C)(C)OC(=O)N1CCc2nc(N3CC[C@H](N)C3=O)sc2C1.O=S(=O)(Cl)/C=C/c1ccc(Cl)s1,CC(C)(C)OC(=O)N1CCc2nc(N3CC[C@H](NS(=O)(=O)/C=C/c4ccc(Cl)s4)C3=O)sc2C1,train
CC(C)(N=C=O)c1cccc(Br)c1.OCc1ccccc1,CC(C)(NC(=O)OCc1ccccc1)c1cccc(Br)c1,train
COC(=O)C1CCCCCC1=O.COC(=O)c1cc(N)cc(F)c1,COC(=O)c1cc(F)cc2[nH]c3c(c(=O)c12)CCCCC3,train
CC(C)(C(=O)Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.CNc1cnc(Cl)cc1-c1cccnc1C,Cc1ncccc1-c1cc(Cl)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,train
CC(C)(C)C[Mg+].CC(C)(C)OC(=O)N1CCc2ccc(Cl)c(SCc3ccc(Br)cn3)c2CC1,CC(C)(C)Cc1ccc(CSc2c(Cl)ccc3c2CCN(C(=O)OC(C)(C)C)CC3)nc1,train
CC1(C)OC(=O)Nc2ccc(OCCCCSc3ccc(C4CCCCC4)cc3)cc21.OO,CC1(C)OC(=O)Nc2ccc(OCCCCS(=O)c3ccc(C4CCCCC4)cc3)cc21,train
ClCC1CN(Cc2ccccc2)CCO1.O=C(c1c[nH]c2cc(Cl)ccc12)N1CCC2(CC1)OCc1ccccc12,O=C(c1cn(CC2CN(Cc3ccccc3)CCO2)c2cc(Cl)ccc12)N1CCC2(CC1)OCc1ccccc12,train
CCOC(=O)c1csc(N2CCN(C(=O)OC(C)(C)C)CC2)n1,CCOC(=O)c1csc(N2CCNCC2)n1,train
COC(OC)c1c(OC(F)F)ccc(F)c1Cl,O=Cc1c(OC(F)F)ccc(F)c1Cl,train
CCOC(=O)C(Cl)C(C)=O.NC(=S)c1cc(O)c2sccc2c1,CCOC(=O)c1sc(-c2cc(O)c3sccc3c2)nc1C,train
CC[O-].CSc1ccccc1Cl,CCOc1ccccc1SC,train
C[C@@H]1CN(C(=O)[C@@](C)(O)C(F)(F)F)[C@@H](C)CN1S(=O)(=O)c1ccc(F)cc1.NCCO,C[C@@H]1CN(C(=O)[C@@](C)(O)C(F)(F)F)[C@@H](C)CN1S(=O)(=O)c1ccc(NCCO)cc1,train
C=CCC(O)(Cn1cc([N+](=O)[O-])nc1Cl)c1ccc(Br)cc1,C=CCC1(c2ccc(Br)cc2)Cn2cc([N+](=O)[O-])nc2O1,train
CNC1CCOCC1.O=[N+]([O-])c1ccc(Br)nc1,CN(c1ccc([N+](=O)[O-])cn1)C1CCOCC1,train
CC(C)(N)c1ncon1.O=C(O)c1ccc(Cl)c(OCC2CC2)n1,CC(C)(NC(=O)c1ccc(Cl)c(OCC2CC2)n1)c1ncon1,train
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(C)[Si](C)(C)O[C@@H]1C[C@H]2CNCC(C(c3ccccc3)c3ccccc3)N2C1,CC(C)(C)OC(=O)N1CC(C(c2ccccc2)c2ccccc2)N2C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H]2C1,train
N#Cc1ccc(F)c(F)c1.Oc1ccc2c(c1)CCN(C1CCC1)CC2,N#Cc1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)c(F)c1,train
O=[N+]([O-])c1ccc(Oc2ncnc3cc(-c4ccccc4)[nH]c23)c(F)c1,Nc1ccc(Oc2ncnc3cc(-c4ccccc4)[nH]c23)c(F)c1,train
CC(C)N1Cc2c(NCc3cnc4ccccc4c3)nc(Cl)nc2C1=O.C[C@H]1CNCCN1C(=O)OC(C)(C)C,CC(C)N1Cc2c(NCc3cnc4ccccc4c3)nc(N3CCN(C(=O)OC(C)(C)C)[C@@H](C)C3)nc2C1=O,train
COc1ccc(Cc2nn3c(C(CCCc4ccccc4)C(C)=O)nc(C)c3c(=O)[nH]2)cc1,COc1ccc(Cc2nn3c(C(CCCc4ccccc4)C(C)O)nc(C)c3c(=O)[nH]2)cc1,train
CCC(C)(C)c1cc(-c2ccc(C=O)cn2)ccc1O.O=C1CSC(=O)N1,CCC(C)(C)c1cc(-c2ccc(C=C3SC(=O)NC3=O)cn2)ccc1O,train
CNC.Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1NC(=O)c1cccc(Br)n1,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1NC(=O)c1cccc(N(C)C)n1,train
Cc1c(C(=O)O)nc(-c2ccc(N)nc2)nc1-c1ccnn1C.Cc1cc(C)c(CN)c(=O)[nH]1,Cc1cc(C)c(CNC(=O)c2nc(-c3ccc(N)nc3)nc(-c3ccnn3C)c2C)c(=O)[nH]1,train
CN(C)CCCO.Cc1cc(O)ccc1-c1noc(-c2ccc(OC(C)C)c(Cl)c2)n1,Cc1cc(OCCCN(C)C)ccc1-c1noc(-c2ccc(OC(C)C)c(Cl)c2)n1,train
C1CNCCNC1.FC(F)(F)c1ccc(Cl)nc1,FC(F)(F)c1ccc(N2CCCNCC2)nc1,train
CC(C)(C)OC(=O)NCCO.CC(C)c1c(O)noc1-c1ccccc1Cl,CC(C)c1c(OCCNC(=O)OC(C)(C)C)noc1-c1ccccc1Cl,val
CC(C)c1nnc2ccc(Sc3ccccc3CN=[N+]=[N-])cn12,CC(C)c1nnc2ccc(Sc3ccccc3CN)cn12,val
C1COCCN1.NC(=O)[C@@H](CCC(=O)OCc1ccccc1)N1Cc2c(OCc3ccc(CBr)cc3)cccc2C1=O,NC(=O)C(CCC(=O)OCc1ccccc1)N1Cc2c(OCc3ccc(CN4CCOCC4)cc3)cccc2C1=O,val
Cc1cccc2c1c(Cn1c(=O)n(C3=C(C(=O)O)CCC3)c3ccccc31)cn2C,Cc1cccc2c1c(Cn1c(=O)n(C3CCCC3C(=O)O)c3ccccc31)cn2C,val
O=C(NO)c1cc2ccn(Cc3ccc(F)cc3F)c2cn1,O=C(NO)c1cc2ccn(Cc3ccc(F)cc3)c2cn1,val
COc1cc(-c2nnc(C)[nH]2)ccc1[N+](=O)[O-],COc1cc(-c2nnc(C)[nH]2)ccc1N,val
BrC=C(c1ccccc1)c1ccccc1.CN1CCc2c([nH]c3ccc(Cl)cc23)C1,CN1CCc2c(n(C=C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)C1,val
O=C(CBr)C1COc2ccccc2O1,OC(CBr)C1COc2ccccc2O1,val
CC(C)(N)C(=O)OC1CCCC1.O=C(O)c1cccc(B(O)O)c1,CC(C)(NC(=O)c1cccc(B(O)O)c1)C(=O)OC1CCCC1,val
CC1(C)OB(c2cnc(N)c(-c3nnnn3-c3cccc(F)c3F)c2)OC1(C)C.CCOC(=O)N1CCc2cc(Br)sc2CC1,CCOC(=O)N1CCc2cc(-c3cnc(N)c(-c4nnnn4-c4cccc(F)c4F)c3)sc2CC1,val
CCOC(=O)c1ccc(NC(=O)OC(C)(C)C)nc1,CC(C)(C)OC(=O)Nc1ccc(CO)cn1,val
CC(=O)c1cc(C)c(Oc2nc(Cl)nc3ccn(Cc4ccccc4)c23)c(C)c1.N#Cc1ccc(N)cc1,CC(=O)c1cc(C)c(Oc2nc(Nc3ccc(C#N)cc3)nc3ccn(Cc4ccccc4)c23)c(C)c1,val
COc1ccncc1-c1cnc2c(c1)CCCN2C(=O)OC(C)(C)C,COc1ccncc1-c1cnc2c(c1)CCCN2,val
Cc1ccc2c(N3CCN(CCc4cccc([N+](=O)[O-])c4)CC3)c(F)ccc2n1,Cc1ccc2c(N3CCN(CCc4cccc(N)c4)CC3)c(F)ccc2n1,val
Cc1ccc(N2CCOCC2)cc1N1CCNCC1=O.O=C(Cl)c1cccc(C(F)(F)F)c1Cl,Cc1ccc(N2CCOCC2)cc1N1CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)CC1=O,val
CCCC1CC(NC(C)=O)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CCC[C@H]1C[C@H](NCC)c2cc(S(N)(=O)=O)sc2S1(=O)=O,val
Nc1ccc(OCc2ccccn2)cc1.O=C(O)c1cccc2c1Cc1ccccc1-2,O=C(Nc1ccc(OCc2ccccn2)cc1)c1cccc2c1Cc1ccccc1-2,val
N#CCOc1ccc(Nc2nc(-c3ccccc3Cl)cs2)cc1.[N-]=[N+]=[N-],Clc1ccccc1-c1csc(Nc2ccc(OCc3nnn[nH]3)cc2)n1,val
Nc1c(NCCCCl)c(=O)c1=O.Oc1cccc(CN2CCCCC2)c1,Nc1c(NCCCOc2cccc(CN3CCCCC3)c2)c(=O)c1=O,val
Cc1c(C2CC2)cc(Cl)c(=O)n1CCc1ccc(C(=O)OC(C)(C)C)cc1.O=C1CCC(=O)N1Br,CC(C)(C)OC(=O)c1ccc(CCn2c(CBr)c(C3CC3)cc(Cl)c2=O)cc1,val
CCOC(=O)c1cnc2ccsc2c1Cl,O=C(O)c1cnc2ccsc2c1Cl,val
CCN(CC)C(=O)CCCCl.CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1O,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OCCCC(=O)N(CC)CC,val
COc1cnc(OC)n2nc(N)nc12.COc1nccc(C(F)(F)F)c1S(=O)(=O)Cl,COc1nccc(C(F)(F)F)c1S(=O)(=O)Nc1nc2c(OC)cnc(OC)n2n1,val
CC(C)C(=O)O.CNc1c(N)cnc2ccccc12,CC(C)c1nc2cnc3ccccc3c2n1C,val
C#Cc1ccc(C2(N(Cc3ccccc3)Cc3ccccc3)CC2)cc1.CCOC(=O)c1ccc(I)cc1,CCOC(=O)c1ccc(C#Cc2ccc(C3(N(Cc4ccccc4)Cc4ccccc4)CC3)cc2)cc1,val
Cc1ccc(S(=O)(=O)OCC2Cc3cc(F)cc(Br)c3O2)cc1.OB(O)c1ccccc1Cl,Cc1ccc(S(=O)(=O)OCC2Cc3cc(F)cc(-c4ccccc4Cl)c3O2)cc1,val
